group,pair_id,left_index,right_index,left_identity,right_identity,pca_distance_score,logistic_regression_score,linear_svm_score,rbf_svm_score,pca_distance_accepted,logistic_regression_accepted,linear_svm_accepted,rbf_svm_accepted
ordinary,671,361,374,37,38,-21.606310441844492,-0.004653909826952026,-0.031412931291517676,-0.005845237164012752,0,0,0,0
ordinary,672,165,371,17,38,-15.341313016228108,0.005076968616643778,-0.011701651321693918,-0.002450367312130759,0,0,0,0
ordinary,673,209,369,21,37,-19.31395688625362,-0.007747936098647538,-0.03797510260605075,-0.0070117482975513915,0,0,0,0
ordinary,674,165,193,17,20,-15.428539660814325,-0.005175919229334028,-0.03313157375642317,-0.006482609789726533,0,0,0,0
ordinary,675,167,196,17,20,-13.521233497072117,-0.0017696511544105554,-0.025945651196502405,-0.0048514852161189,0,0,0,0
ordinary,676,168,361,17,37,-23.38888442667447,-0.015512064214317505,-0.053804987713515655,-0.009784046320161228,0,0,0,0
ordinary,677,195,363,20,37,-22.760786176798668,-0.019769173164887466,-0.06317212953709073,-0.011654962621452426,0,0,0,0
ordinary,678,38,207,4,21,-15.560693153015233,-0.003109006337311886,-0.028564122540486542,-0.005236344095264395,0,0,0,0
ordinary,679,35,366,4,37,-18.083687537986005,-0.01425776977356005,-0.05161384030794967,-0.009480888518241535,0,0,0,0
ordinary,680,32,201,4,21,-15.16008787504396,0.004580741230895147,-0.012711995204009712,-0.002473254248830749,0,0,0,0
ordinary,681,167,274,17,28,-20.109014159802797,-0.0010832030983021995,-0.024508349185277334,-0.004736528682817982,0,0,0,0
ordinary,682,33,199,4,20,-17.219095722435014,0.0006702604690060341,-0.020495508477395005,-0.0038495732017833437,0,0,0,0
ordinary,683,206,375,21,38,-12.669306277111927,0.011375512162315266,0.0015533409228746312,0.00028412901372703615,0,0,0,0
ordinary,684,167,375,17,38,-16.13540662387676,0.006029457413885273,-0.009578944293753862,-0.0017903770504615196,0,0,0,0
ordinary,685,161,368,17,37,-19.16645341449733,-0.01979892480298075,-0.06299658875494471,-0.011521742907823172,0,0,0,0
ordinary,686,192,377,20,38,-13.355434216937144,0.01819714551395917,0.015220953988374697,0.002273523215664151,0,0,0,0
ordinary,687,30,365,4,37,-19.25143386683411,-0.014999837141226605,-0.053188605048893126,-0.009791145398185666,0,0,0,0
ordinary,688,35,361,4,37,-18.778875902972707,-0.014731083682906987,-0.052300392312454744,-0.009472772389512612,0,0,0,0
ordinary,689,190,365,20,37,-22.65142027457759,-0.017492259403758557,-0.05824701048361134,-0.010698614682993181,0,0,0,0
ordinary,690,276,370,28,38,-21.257645687186866,-0.022879744661319493,-0.06909490820065602,-0.012549728433124926,0,0,0,0
ordinary,691,202,278,21,28,-19.289123803928362,0.0036945897952250666,-0.014222782381581449,-0.0028195633436740274,0,0,0,0
ordinary,692,165,368,17,37,-23.3781952711743,-0.04246390858295589,-0.10935274209675036,-0.019610770217086834,0,0,0,0
ordinary,693,165,377,17,38,-15.340644661955753,0.0011301799725004491,-0.02024753797929539,-0.004079950950334461,0,0,0,0
ordinary,694,86,270,9,28,-20.717566224725516,-0.013918760118615073,-0.05072377785257175,-0.009343734496633654,0,0,0,0
ordinary,695,88,368,9,37,-20.71508931958362,-0.013791559146023815,-0.050650773662475085,-0.00931653155026168,0,0,0,0
ordinary,696,201,377,21,38,-14.49781655376206,0.008540571607341767,-0.004695047793843478,-0.0011025794407012908,0,0,0,0
ordinary,697,275,379,28,38,-20.46082244211468,-0.0071137184992689706,-0.03689160471359716,-0.006943324859916054,0,0,0,0
ordinary,698,36,364,4,37,-19.77537727045346,-0.003189720229444874,-0.028763047558924365,-0.00553846882650383,0,0,0,0
ordinary,699,195,368,20,37,-20.338180629222425,-0.0001301737028195553,-0.022442042991832386,-0.004251948675295995,0,0,0,0
hard_identity_proxy,0,30,80,4,9,-12.72447921772265,0.021112687013092064,0.020712825638499105,0.0032997511319984817,0,0,0,0
hard_identity_proxy,1,30,81,4,9,-11.38931322358652,0.03134712080424037,0.04165628499904389,0.007017306574665139,0,0,0,0
hard_identity_proxy,2,30,82,4,9,-12.496863348326707,0.01875234651772292,0.015816849147413936,0.0024675454978922793,0,0,0,0
hard_identity_proxy,3,30,83,4,9,-11.035886536283888,0.028492122671510453,0.03605844393126747,0.006218276888516887,0,0,0,0
hard_identity_proxy,4,30,84,4,9,-13.789379355260834,0.016052746128124427,0.010544210289502892,0.0016707714956207872,0,0,0,0
hard_identity_proxy,5,30,85,4,9,-11.224039611806841,0.03055345828706361,0.04046392186780319,0.006872818536360025,0,0,0,0
hard_identity_proxy,6,30,86,4,9,-11.194979488289626,0.029017863128177387,0.03725883934937212,0.006381651661816666,0,0,0,0
hard_identity_proxy,7,30,87,4,9,-9.069359470135188,0.04659499359530706,0.07329611804426296,0.013074833123548305,1,1,1,1
hard_identity_proxy,8,30,88,4,9,-12.569997051123881,0.024021151868637045,0.026701239444584343,0.00451484243219475,0,0,0,0
hard_identity_proxy,9,30,89,4,9,-13.387007014415897,0.01287828475882785,0.003992875180665302,0.0005000770177537046,0,0,0,0
hard_identity_proxy,10,31,80,4,9,-12.318905715818389,0.016900124034560173,0.012336589052331232,0.0018865253963778143,0,0,0,0
hard_identity_proxy,11,31,81,4,9,-11.564204061165858,0.026843037790584886,0.032494092283913305,0.0053224857496659665,0,0,0,0
hard_identity_proxy,12,31,82,4,9,-11.680426734576384,0.02312536452902655,0.02496032692472313,0.003999372182451066,0,0,0,0
hard_identity_proxy,13,31,83,4,9,-12.040526119505246,0.019231940201023468,0.01723389159502467,0.0027659457055023793,0,0,0,0
hard_identity_proxy,14,31,84,4,9,-12.489859010365103,0.02001947745542595,0.018915298556597238,0.0031532912070260793,0,0,0,0
hard_identity_proxy,15,31,85,4,9,-14.709849026069625,-0.0013814714376141903,-0.025039182415778162,-0.004824995353328008,0,0,0,0
hard_identity_proxy,16,31,86,4,9,-14.553837353200878,-0.0004616260392165683,-0.023207270166460132,-0.004412864238455685,0,0,0,0
hard_identity_proxy,17,31,87,4,9,-13.012164824459639,0.01778749043046578,0.014164840740613326,0.0021793989505757474,0,0,0,0
hard_identity_proxy,18,31,88,4,9,-13.499849672422283,0.015672432518942202,0.009715244387330936,0.001369146731203523,0,0,0,0
hard_identity_proxy,19,31,89,4,9,-11.624435631585804,0.03598248118088407,0.05131379071014236,0.0086290041287319,0,1,1,0
hard_identity_proxy,20,32,80,4,9,-13.644782199720584,0.01865067664237748,0.015800917881668285,0.002464822238614406,0,0,0,0
hard_identity_proxy,21,32,81,4,9,-12.603107350124304,0.018482428429385137,0.015470671608845181,0.002608554754433447,0,0,0,0
hard_identity_proxy,22,32,82,4,9,-13.145349241668228,0.022039122512820086,0.022726269028800844,0.0036994039180603504,0,0,0,0
hard_identity_proxy,23,32,83,4,9,-12.21379208654257,0.0248220814751235,0.02857019650527684,0.0050202762622408685,0,0,0,0
hard_identity_proxy,24,32,84,4,9,-14.963936178533402,0.01711672386807889,0.012780785532447755,0.001973707544194365,0,0,0,0
hard_identity_proxy,25,32,85,4,9,-11.335856225580027,0.029284958094468024,0.03801552749488937,0.006696659053024356,0,0,0,0
hard_identity_proxy,26,32,86,4,9,-10.998082222026634,0.03198601086823095,0.0434963782429673,0.007781889945328406,0,0,0,0
hard_identity_proxy,27,32,87,4,9,-11.09297684745123,0.03761495809837355,0.05498444878569203,0.009631446179292007,0,1,1,1
hard_identity_proxy,28,32,88,4,9,-14.142900781218621,0.017946173913681984,0.014331093593261991,0.0023962689186778803,0,0,0,0
hard_identity_proxy,29,32,89,4,9,-14.190939797215222,0.015344258011448949,0.009090329342014689,0.001383060334153691,0,0,0,0
hard_identity_proxy,30,33,80,4,9,-14.024848587210123,0.014279381831370794,0.006790110002521211,0.000712361254166103,0,0,0,0
hard_identity_proxy,31,33,81,4,9,-12.729288012402856,0.020296731334478256,0.0190665915619014,0.0032015771325186147,0,0,0,0
hard_identity_proxy,32,33,82,4,9,-13.504806405970951,0.019280123325838044,0.0169614091598045,0.002541188395497952,0,0,0,0
hard_identity_proxy,33,33,83,4,9,-11.002829483402444,0.028223732770615455,0.0356302002989012,0.006277051077166612,0,0,0,0
hard_identity_proxy,34,33,84,4,9,-12.319856704470283,0.02175373099526503,0.02242992069894824,0.0037338581713712987,0,0,0,0
hard_identity_proxy,35,33,85,4,9,-14.484455343388793,0.0035581189500252844,-0.014812279564477965,-0.0028714716155209333,0,0,0,0
hard_identity_proxy,36,33,86,4,9,-14.832303257255544,0.0019050166097969738,-0.01812888849119653,-0.0033698616021425806,0,0,0,0
hard_identity_proxy,37,33,87,4,9,-11.630514928867777,0.02093997581667577,0.020757938060022393,0.003653594195923534,0,0,0,0
hard_identity_proxy,38,33,88,4,9,-12.907488720995381,0.01941508965131448,0.017302408218037697,0.0028077031904513838,0,0,0,0
hard_identity_proxy,39,33,89,4,9,-11.180704557632428,0.029069592073573024,0.03732784523302465,0.006469171207199507,0,0,0,0
hard_identity_proxy,40,34,80,4,9,-14.550470982805594,0.010777026580947981,-0.0002351071096482575,-0.0005935694549375776,0,0,0,0
hard_identity_proxy,41,34,81,4,9,-14.357893374339545,0.006062749790656589,-0.010081152396690565,-0.002218174767607618,0,0,0,0
hard_identity_proxy,42,34,82,4,9,-13.729392056243592,0.020294952244204214,0.019146087776867,0.0027596126146387425,0,0,0,0
hard_identity_proxy,43,34,83,4,9,-13.151020904529398,0.010925505813284714,0.00034817858624110534,-0.00022667055116830717,0,0,0,0
hard_identity_proxy,44,34,84,4,9,-12.445346993172823,0.021080873288961247,0.021137573217811845,0.003395742958647016,0,0,0,0
hard_identity_proxy,45,34,85,4,9,-15.916711428659502,-0.006734000966592043,-0.03579335854375419,-0.006611239858559385,0,0,0,0
hard_identity_proxy,46,34,86,4,9,-16.14250540714987,-0.0040513599741078465,-0.030293301986830078,-0.005568153148613551,0,0,0,0
hard_identity_proxy,47,34,87,4,9,-14.452608669663112,0.0032509446028118915,-0.015558658311699084,-0.0029753234221397886,0,0,0,0
hard_identity_proxy,48,34,88,4,9,-14.27006667703605,0.009308087149797365,-0.003206518233091704,-0.0009915545468978729,0,0,0,0
hard_identity_proxy,49,34,89,4,9,-10.572549771432197,0.03501363174101632,0.049661882684157374,0.008421345834420405,0,1,1,0
hard_identity_proxy,50,35,80,4,9,-16.65079070789036,-0.00771325544391449,-0.03804414454022461,-0.007088269583317748,0,0,0,0
hard_identity_proxy,51,35,81,4,9,-16.43759860830056,-0.01215072622688168,-0.04707700122481014,-0.008594202346645183,0,0,0,0
hard_identity_proxy,52,35,82,4,9,-16.0184730628528,-0.0027637617332705072,-0.02790098308724695,-0.005287597230186072,0,0,0,0
hard_identity_proxy,53,35,83,4,9,-14.145479816759034,-0.0012158004549556519,-0.02444096388556104,-0.0043947840117907165,0,0,0,0
hard_identity_proxy,54,35,84,4,9,-16.35911269849369,-0.004893501683872067,-0.032043176671298024,-0.005902830608414863,0,0,0,0
hard_identity_proxy,55,35,85,4,9,-13.607540940011425,0.012226248837657426,0.003172736522680863,0.00032410261706539503,0,0,0,0
hard_identity_proxy,56,35,86,4,9,-13.528327564313352,0.015408564045238247,0.009648118224209308,0.0017100999587680889,0,0,0,0
hard_identity_proxy,57,35,87,4,9,-13.8355593715018,0.0037722854734464446,-0.014308393920767687,-0.002605658164981631,0,0,0,0
hard_identity_proxy,58,35,88,4,9,-16.350432649131296,-0.009755435554949935,-0.042191404953980334,-0.007690021395857861,0,0,0,0
hard_identity_proxy,59,35,89,4,9,-15.157651455903453,-2.4799934872528404e-05,-0.022063553269495766,-0.004055541191479786,0,0,0,0
hard_identity_proxy,60,36,80,4,9,-14.175302516318128,0.012312368429930252,0.0025652075047091806,-0.0001734271033501534,0,0,0,0
hard_identity_proxy,61,36,81,4,9,-13.192752587348751,0.019742035084448252,0.017723055881517187,0.0025945983433780084,0,0,0,0
hard_identity_proxy,62,36,82,4,9,-13.943222404409676,0.016663486311282602,0.011434831246207859,0.0012858267925745341,0,0,0,0
hard_identity_proxy,63,36,83,4,9,-10.982036335054774,0.026420442470565724,0.03179168366368004,0.005446413525331317,0,0,0,0
hard_identity_proxy,64,36,84,4,9,-13.020649273516844,0.017926351346523466,0.014350809702104839,0.0020858265833326502,0,0,0,0
hard_identity_proxy,65,36,85,4,9,-14.190804418515045,0.00785046785551281,-0.006152629412077684,-0.0015334044823695162,0,0,0,0
hard_identity_proxy,66,36,86,4,9,-14.3541528851331,0.005076427242787212,-0.011713754929757406,-0.002358738192913658,0,0,0,0
hard_identity_proxy,67,36,87,4,9,-11.136517674760508,0.02512919163124136,0.029226740269167814,0.005083337700007302,0,0,0,0
hard_identity_proxy,68,36,88,4,9,-13.108835163935698,0.017558948563122703,0.01336517214154246,0.001947810498273632,0,0,0,0
hard_identity_proxy,69,36,89,4,9,-12.450713635341668,0.016063570978764194,0.010350046873912153,0.0015641245253562048,0,0,0,0
hard_identity_proxy,70,37,80,4,9,-13.595793918574964,0.0159163012911032,0.010206101078656937,0.0015813877820064267,0,0,0,0
hard_identity_proxy,71,37,81,4,9,-12.801330907205122,0.012661216115594176,0.0034803924099090673,0.0004097395068056141,0,0,0,0
hard_identity_proxy,72,37,82,4,9,-13.093134672932077,0.016944683644099998,0.01224937370486176,0.0019230946932148087,0,0,0,0
hard_identity_proxy,73,37,83,4,9,-12.128306869628078,0.022459621321920562,0.02369692096288957,0.0041360341022546425,0,0,0,0
hard_identity_proxy,74,37,84,4,9,-14.544972522267114,0.013864929446972117,0.006048133499485152,0.00093570452342801,0,0,0,0
hard_identity_proxy,75,37,85,4,9,-12.29977160645047,0.01876846688796275,0.016320426800410293,0.002727778283448761,0,0,0,0
hard_identity_proxy,76,37,86,4,9,-12.245802789095285,0.019941272017744382,0.018623120312029617,0.0033132959584552743,0,0,0,0
hard_identity_proxy,77,37,87,4,9,-11.158829940301555,0.03575066989279827,0.05111004676762401,0.008997828739764423,0,1,1,1
hard_identity_proxy,78,37,88,4,9,-13.989759751805263,0.018705631014672264,0.015900043730218617,0.002616472860900179,0,0,0,0
hard_identity_proxy,79,37,89,4,9,-13.884616024455081,0.014539843951198702,0.007388271781574571,0.001065436853094348,0,0,0,0
hard_identity_proxy,80,38,80,4,9,-11.262654276280859,0.02270724994093272,0.02422210510378129,0.004054189460526183,0,0,0,0
hard_identity_proxy,81,38,81,4,9,-10.616297291332309,0.030419033498005735,0.03974074922084836,0.0067813773001368025,0,0,0,0
hard_identity_proxy,82,38,82,4,9,-10.908133797252471,0.028276810651414314,0.035477263643306486,0.00584272897087755,0,0,0,0
hard_identity_proxy,83,38,83,4,9,-11.302257773015581,0.023651023669631368,0.02614635623260852,0.004326515983408007,0,0,0,0
hard_identity_proxy,84,38,84,4,9,-11.890677329830517,0.027425446117646,0.034004363835575604,0.005753035356421715,0,0,0,0
hard_identity_proxy,85,38,85,4,9,-14.017636617888686,0.0067690963967482155,-0.00840325498388951,-0.0019448917354715333,0,0,0,0
hard_identity_proxy,86,38,86,4,9,-13.933925366763246,0.008898396005479422,-0.003999594649593187,-0.0010673538226595152,0,0,0,0
hard_identity_proxy,87,38,87,4,9,-11.882410845973574,0.02468604787137856,0.028246085744275992,0.004785362689658689,0,0,0,0
hard_identity_proxy,88,38,88,4,9,-12.236969212661966,0.02389369490497949,0.026503020739463833,0.004446456319773112,0,0,0,0
hard_identity_proxy,89,38,89,4,9,-11.41884539689767,0.036697113626263156,0.052750693352976386,0.008894153164665297,0,1,1,1
hard_identity_proxy,90,39,80,4,9,-13.628987998035871,0.0120741735512407,0.0023887473926753784,-0.00014293210123602663,0,0,0,0
hard_identity_proxy,91,39,81,4,9,-13.784964776164413,0.007415016478776054,-0.007280613432644186,-0.0017068623860368986,0,0,0,0
hard_identity_proxy,92,39,82,4,9,-13.031284835232992,0.01915518679573996,0.01670649292573695,0.0023498821862866174,0,0,0,0
hard_identity_proxy,93,39,83,4,9,-12.951785232218203,0.011106903276807795,0.0006069051933528836,-0.00020737863611639505,0,0,0,0
hard_identity_proxy,94,39,84,4,9,-11.653896478427411,0.021096623114531438,0.020954184626882255,0.0033955969321749317,0,0,0,0
hard_identity_proxy,95,39,85,4,9,-14.719375509126728,0.0024308115938641416,-0.017239645592390714,-0.0033353347872102698,0,0,0,0
hard_identity_proxy,96,39,86,4,9,-14.951513296494724,0.007694468927483749,-0.006398879652458004,-0.0013257795971353369,0,0,0,0
hard_identity_proxy,97,39,87,4,9,-13.88445215141158,0.008262241472130442,-0.005328872139083139,-0.0012442668827101645,0,0,0,0
hard_identity_proxy,98,39,88,4,9,-13.575539398636106,0.006340815779915315,-0.009425798030837922,-0.0020883084328960286,0,0,0,0
hard_identity_proxy,99,39,89,4,9,-10.280827961260963,0.03874948133858319,0.05711289453591632,0.009697915555152838,1,1,1,1
hard_identity_proxy,100,30,160,4,17,-14.175409231802053,0.013881706171445993,0.005994088093595043,0.0008731885633185398,0,0,0,0
hard_identity_proxy,101,30,161,4,17,-14.6975863945152,0.009400907069254904,-0.0031710711762403046,-0.00089372720622438,0,0,0,0
hard_identity_proxy,102,30,162,4,17,-11.94235574553123,0.014953990611397022,0.007830342830434992,0.0008325373258696225,0,0,0,0
hard_identity_proxy,103,30,163,4,17,-12.189971160297913,0.013519637096673014,0.004922586813593633,0.00033400625749546893,0,0,0,0
hard_identity_proxy,104,30,164,4,17,-14.716657975598395,0.00985972308683895,-0.00213387904764141,-0.0005909872764658618,0,0,0,0
hard_identity_proxy,105,30,165,4,17,-16.1542412168621,-0.0044834615772962405,-0.03137072743336453,-0.00584684517103109,0,0,0,0
hard_identity_proxy,106,30,166,4,17,-16.257786385603854,-0.0008923999532028809,-0.024166080162001474,-0.0045785071487397955,0,0,0,0
hard_identity_proxy,107,30,167,4,17,-15.855697681199286,0.0029214266146314178,-0.01614054974081698,-0.0030997335469059653,0,0,0,0
hard_identity_proxy,108,30,168,4,17,-15.902118417490133,0.00386065783098394,-0.014406177340905303,-0.0029059901663231174,0,0,0,0
hard_identity_proxy,109,30,169,4,17,-16.54292978932462,-0.00619041288895714,-0.03495342835072333,-0.00645011369806847,0,0,0,0
hard_identity_proxy,110,31,160,4,17,-11.589619370228174,0.02900256656696147,0.037041515625559025,0.006357291196963866,0,0,0,0
hard_identity_proxy,111,31,161,4,17,-12.367467234863884,0.02065931976004471,0.019755387048502264,0.003261649687812628,0,0,0,0
hard_identity_proxy,112,31,162,4,17,-11.959654708982313,0.02124506718330534,0.020840895360320973,0.003079419602109763,0,0,0,0
hard_identity_proxy,113,31,163,4,17,-12.700775753463024,0.01611450227153177,0.01038214220109205,0.0012038065035087121,0,0,0,0
hard_identity_proxy,114,31,164,4,17,-11.624051684198397,0.03197556710935822,0.04319789978984906,0.007487450952555069,0,0,0,0
hard_identity_proxy,115,31,165,4,17,-17.462689337841056,-0.02161144130911017,-0.06654424979121318,-0.012042082959213593,0,0,0,0
hard_identity_proxy,116,31,166,4,17,-16.992232739741894,-0.0167496863108539,-0.05659119268605724,-0.01027341327082462,0,0,0,0
hard_identity_proxy,117,31,167,4,17,-16.626979335500938,-0.008074722329196277,-0.03885808082004409,-0.007185894550159523,0,0,0,0
hard_identity_proxy,118,31,168,4,17,-16.894573717726566,-0.010773430324066965,-0.04440113273068704,-0.008185056368613164,0,0,0,0
hard_identity_proxy,119,31,169,4,17,-17.44606881192861,-0.016714847274171867,-0.05644001403745518,-0.01024438720029925,0,0,0,0
hard_identity_proxy,120,32,160,4,17,-13.728577565626528,0.019055860903952303,0.016835234320896446,0.0029538989220896303,0,0,0,0
hard_identity_proxy,121,32,161,4,17,-14.897206195298617,0.00967628024169572,-0.0025119113247005116,-0.000588210384864514,0,0,0,0
hard_identity_proxy,122,32,162,4,17,-12.761097848650198,0.01273798235719554,0.0034902398030379443,0.00028087688433669697,0,0,0,0
hard_identity_proxy,123,32,163,4,17,-13.231914945634362,0.011649250016895932,0.0012587106268250568,-0.00014420845034226332,0,0,0,0
hard_identity_proxy,124,32,164,4,17,-14.59349969502463,0.011983125872905006,0.0023511633482909584,0.0003440206687494781,0,0,0,0
hard_identity_proxy,125,32,165,4,17,-16.76022911711185,-0.0031685082662979208,-0.028656735906717752,-0.005303172252088247,0,0,0,0
hard_identity_proxy,126,32,166,4,17,-16.44222386121859,0.010063071841949864,-0.001560653746776594,-0.0005609854020086659,0,0,0,0
hard_identity_proxy,127,32,167,4,17,-16.7960141309375,0.002997388043958144,-0.01599066471607414,-0.0029701995929772764,0,0,0,0
hard_identity_proxy,128,32,168,4,17,-16.346451245699757,0.007707916693357423,-0.0063934198928855095,-0.0013443725426166564,0,0,0,0
hard_identity_proxy,129,32,169,4,17,-16.630517015517412,0.004051378429805185,-0.01382949152679576,-0.0026178992481384385,0,0,0,0
hard_identity_proxy,130,33,160,4,17,-10.920528032630537,0.03631233001332889,0.05233294986303497,0.00932431082492624,0,1,1,1
hard_identity_proxy,131,33,161,4,17,-10.984468213400259,0.027571287267819187,0.03422543411497251,0.00602499769465507,0,0,0,0
hard_identity_proxy,132,33,162,4,17,-11.80842097187796,0.02070614820160447,0.01992488750382515,0.003144460222931786,0,0,0,0
hard_identity_proxy,133,33,163,4,17,-12.578666352124701,0.017070295029018138,0.01246908385998375,0.0017769443527304966,0,0,0,0
hard_identity_proxy,134,33,164,4,17,-10.717807709451888,0.033517606515587245,0.04660216691182399,0.00838586248438155,0,0,0,0
hard_identity_proxy,135,33,165,4,17,-15.824160266963906,-0.013049818478074734,-0.048887163638503386,-0.008870131457332866,0,0,0,0
hard_identity_proxy,136,33,166,4,17,-14.734858736397609,0.00236210273985607,-0.01731437878049445,-0.00331724871254979,0,0,0,0
hard_identity_proxy,137,33,167,4,17,-14.492374520625239,0.0017754186700000305,-0.01842069328753357,-0.0034811124172429153,0,0,0,0
hard_identity_proxy,138,33,168,4,17,-15.029531064262148,0.004183340429996921,-0.013652875668081288,-0.0027388230831707962,0,0,0,0
hard_identity_proxy,139,33,169,4,17,-15.527579515916344,-0.006407393887575365,-0.03521301972666229,-0.006415670704817342,0,0,0,0
hard_identity_proxy,140,34,160,4,17,-10.941566703338802,0.028257070784125485,0.03580175328792953,0.006316558352899643,0,0,0,0
hard_identity_proxy,141,34,161,4,17,-10.074736706555909,0.03280371353284303,0.04504389634063516,0.007922051328875194,1,0,0,0
hard_identity_proxy,142,34,162,4,17,-12.734667024016405,0.011914630693994125,0.002050175598226185,8.495113066240428e-05,0,0,0,0
hard_identity_proxy,143,34,163,4,17,-13.61752880634768,0.007975605168487155,-0.005971448575758806,-0.001408142760323989,0,0,0,0
hard_identity_proxy,144,34,164,4,17,-10.230285523789691,0.03312692643197847,0.045865192315895795,0.008165661074867627,1,0,0,0
hard_identity_proxy,145,34,165,4,17,-16.24725869314204,-0.01763594895538465,-0.05810134464678901,-0.010429501386754187,0,0,0,0
hard_identity_proxy,146,34,166,4,17,-14.978899283375835,-0.005292124142059182,-0.03302401716714752,-0.006059093049132,0,0,0,0
hard_identity_proxy,147,34,167,4,17,-15.015337668249416,-0.006159329109386372,-0.0346345983964195,-0.006288007117851971,0,0,0,0
hard_identity_proxy,148,34,168,4,17,-15.329287933152683,-0.007040814888494776,-0.03659028699704743,-0.0067177098193669255,0,0,0,0
hard_identity_proxy,149,34,169,4,17,-15.673522852010427,-0.009726706110825573,-0.04198573539412352,-0.007613151521985853,0,0,0,0
hard_identity_proxy,150,35,160,4,17,-13.6251459602987,0.010447604701722393,-0.0005393734390898609,-0.0002751157657778329,0,0,0,0
hard_identity_proxy,151,35,161,4,17,-14.442889545782531,0.005562368943050843,-0.01072373666083829,-0.0020972044903514644,0,0,0,0
hard_identity_proxy,152,35,162,4,17,-14.34875730959824,0.0026841156406379515,-0.0167868393328338,-0.0031836563271338946,0,0,0,0
hard_identity_proxy,153,35,163,4,17,-15.040119326405154,-0.0019875476596562503,-0.026383939344906855,-0.004901330216551941,0,0,0,0
hard_identity_proxy,154,35,164,4,17,-14.188181973262154,0.008959967552996669,-0.0036797959345357574,-0.00085973680464148,0,0,0,0
hard_identity_proxy,155,35,165,4,17,-16.10576538936833,0.0005225509653270296,-0.02102103490820083,-0.003956422947778027,0,0,0,0
hard_identity_proxy,156,35,166,4,17,-14.138507463568457,0.022077650292338248,0.02319874353758237,0.003956059874235186,0,0,0,0
hard_identity_proxy,157,35,167,4,17,-15.81658093949953,0.0006706841858372633,-0.020501289155083653,-0.0036793191902745326,0,0,0,0
hard_identity_proxy,158,35,168,4,17,-14.900056378227603,0.009577173330178579,-0.002337727377097105,-0.0005021301107640663,0,0,0,0
hard_identity_proxy,159,35,169,4,17,-14.862234132970364,0.01524856554510138,0.009246005285530656,0.001389634600051556,0,0,0,0
hard_identity_proxy,160,36,160,4,17,-12.105180026026623,0.031075676988190724,0.041382678299584336,0.007034120211527654,0,0,0,0
hard_identity_proxy,161,36,161,4,17,-12.363260354785625,0.023760677620891357,0.026101195137086114,0.004338155106500992,0,0,0,0
hard_identity_proxy,162,36,162,4,17,-12.099891236608169,0.023054474838233818,0.024526920828284456,0.0036404019587199556,0,0,0,0
hard_identity_proxy,163,36,163,4,17,-12.762506874937657,0.01902944969988293,0.016282846276801523,0.0021863052924714667,0,0,0,0
hard_identity_proxy,164,36,164,4,17,-11.854262005968547,0.027855867347646186,0.034780469361862805,0.006070803129824817,0,0,0,0
hard_identity_proxy,165,36,165,4,17,-15.988095771964977,-0.004353417332280107,-0.031347298275025866,-0.005969515396633241,0,0,0,0
hard_identity_proxy,166,36,166,4,17,-15.073745764507592,0.007080310211206654,-0.008019357474065712,-0.0018545870254678392,0,0,0,0
hard_identity_proxy,167,36,167,4,17,-15.046554359987562,0.005440596244710733,-0.011257201915536724,-0.002460770548004183,0,0,0,0
hard_identity_proxy,168,36,168,4,17,-15.48059149521311,0.010959264524718553,-6.114290923558627e-05,-0.0006497216461267778,0,0,0,0
hard_identity_proxy,169,36,169,4,17,-15.81056469534357,-0.00259887343829333,-0.027675416799120264,-0.0052603800564606125,0,0,0,0
hard_identity_proxy,170,37,160,4,17,-12.67269653602536,0.023027476684412466,0.024823291544972453,0.004399337542184294,0,0,0,0
hard_identity_proxy,171,37,161,4,17,-13.789638223717468,0.014753719633819138,0.007809864871884578,0.0012131353484843947,0,0,0,0
hard_identity_proxy,172,37,162,4,17,-12.379202178366084,0.015576970002041664,0.009228780505420517,0.0012078920726243478,0,0,0,0
hard_identity_proxy,173,37,163,4,17,-13.019666629846059,0.012581966750620541,0.003080761758865222,0.00010241443454885382,0,0,0,0
hard_identity_proxy,174,37,164,4,17,-13.502801063399811,0.01840006399303164,0.015448799208589215,0.002601604412600173,0,0,0,0
hard_identity_proxy,175,37,165,4,17,-16.77118156954802,-0.009372531357525627,-0.04153037148462057,-0.007631859904384503,0,0,0,0
hard_identity_proxy,176,37,166,4,17,-16.068386310962858,0.006304203169619874,-0.009337192822577122,-0.0019890574155870967,0,0,0,0
hard_identity_proxy,177,37,167,4,17,-16.242478289218433,0.0021427564580682556,-0.017718749506868185,-0.0033137101203561566,0,0,0,0
hard_identity_proxy,178,37,168,4,17,-15.92899485567916,0.007997839263484323,-0.00581820601305702,-0.0013444620244688569,0,0,0,0
hard_identity_proxy,179,37,169,4,17,-16.613411384993153,-0.0008054832308292553,-0.023895257470396718,-0.004489616559747819,0,0,0,0
hard_identity_proxy,180,38,160,4,17,-11.990808643651494,0.026464555651152438,0.03179810542028637,0.005518463642739051,0,0,0,0
hard_identity_proxy,181,38,161,4,17,-11.980825830474995,0.03162192050617682,0.042204844595780375,0.007251968706386738,0,0,0,0
hard_identity_proxy,182,38,162,4,17,-11.188067448562052,0.035701159704861665,0.050283959121489905,0.008109750140398136,0,1,1,0
hard_identity_proxy,183,38,163,4,17,-11.889670646546715,0.030000116887088545,0.03862822003981455,0.006000799649865295,0,0,0,0
